browser,c_color,code_ver,connection_type,country,first_hit_ref_type,geo_city,geo_country,geo_dma,geo_region,geo_zip,hit_source,javascript,language,last_purchase_num,mobile_id,os,page_event,post_cookies,post_pagename,post_Category_ev1_,post_Page_Type_ev3_,post_Finding_method__ev61_,post_LockIn_User_State_ev99_,post_page_event,post_visid_type,ref_type,resolution,search_page_num,va_closer_id,va_finder_id,visit_ref_type_
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,navsari,ind,356008,gj,396421,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Recommendation,NON_LOGGED_IN,0,5,6,10,0,2,2,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,los angeles****,gbr,826044,lnd**,ec2v 5aa****,1,1.6,b'English (United States)',0,0,Linux,0,Y,WomenFW**,WomenFashionAccessory**,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,ViewAllPage**,ViewAllPage**,FLIPKART:OffersList,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,visakhapatnam**,ind,356009,ap,530001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,MenFW,MenFW,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,9,9,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Network (mostly U.S.),Other Web Sites,gandhidham****,gbr,826044,hns**,tw13 4aa**,1,1.6,b'English (United Kingdom)',1,0,Windows 10,0,Y,HomeDecor,HomeDecor,FLIPKART:Product Page,Search,INACTIVE,0,5,6,218,0,14,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,pune,ind,356005,mh,411033,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Search :Audio & Video**,HouseHold,Search Page,Search,ACTIVATE_ELIGIBLE,0,5,6,70,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,nalgonda****,ind,356004,ka,570004****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVE,0,5,6,185,0,2,12,6
Google Chrome 73,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,chandanagar****,ind,356002,mh,416218****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,WomenEthnic,WomenEthnic,FLIPKART:Product Page,Recommendation,ACTIVE,0,5,6,388,0,9,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,mumbai,ind,356002,mh,400020**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,ProductReview_FullscreenImage,ProductReview_FullscreenImage,ProductReview_FullscreenImage,Search,ACTIVE,0,5,6,185,0,16,16,3
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,tower hamlets**,gbr,826044,twh**,ec2v 5aa****,1,1.8.5,b'English (United States)',0,0,OS X 10.11,0,Y,View All Sellers ,MobileProtection,View All Sellers,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,delhi,ind,356001,dl,110001**,1,1.6,b'English (United States)',0,0,Windows 8,0,Y,ProductReview_FullscreenImage,ProductReview_FullscreenImage,ProductReview_FullscreenImage,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,9,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,amreli****,ind,356010,up,203001****,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,coimbatore****,ind,356007,tn,680001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Laptops:AGB Tiara Core i7 7th Gen - ****,Laptops,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,10,0,9,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,bhiwandi****,ind,356012,as,781011****,1,1.6,language_NA,0,0,Windows 7,0,Y,WomenFW**,WomenFW,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Saudi Arabia,Typed/Bookmarked,ahmedabad****,sau,0,10****,360004****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Search :Audio & Video**,HomeFurnishing**,Search Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,chandanagar****,ind,0,ch****,160043****,1,1.6,b'English (United Kingdom)',0,0,Windows 7,0,Y,Store :Mobiles & Accessories,MobileProtection,Store Browse,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,9,9,3
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1 0sa,1,1.8.5,b'English (United States)',0,0,Windows 7,0,Y,View All Sellers ,MensClothingTopWear,View All Sellers,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Mozilla Firefox 67,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,bhiwandi****,ind,356012,as,800020****,1,1.6,b'English (United States)',4,0,Windows 7,0,Y,Checkout,Checkout:Address**,Checkout,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,16,6,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,delhi,ind,356001,dl,110021**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Search,INACTIVE,0,5,6,70,0,2,6,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1 0sa,1,1.8.5,b'English (United States)',0,0,Windows 10,0,Y,View All Sellers :AMIE - Section - **,MobileProtection,View All Sellers,Direct,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Organization (mostly U.S.),Other Web Sites,ernakulam,ind,0,kl,686011****,1,1.6,language_NA,0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,185,0,12,3,6
Google Chrome 74,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,bangalore,ind,356004,ka,560004,1,1.6,b'English (United States)',5,0,Windows 10,0,Y,Search :Audio & Video**,Gourmet****,Search Page,Direct,ACTIVE,0,5,6,70,0,2,16,6
UC Browser,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,botad,ind,356008,gj,380001**,1,1.6,b'English (United States)',3,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Recommendation,NON_LOGGED_IN,0,5,6,185,0,9,9,9
Google Chrome (unknown version)**,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,delhi,ind,356001,dl,110001**,1,1.6,b'English (United States)',3,0,OS X 10.14,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVE,0,3,1,388,0,9,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,pune,ind,356005,mh,411030**,1,1.6,b'English (United States)',6,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVATE_ELIGIBLE,0,5,6,388,0,2,2,6
Safari**,32,JS-1.5.1,LAN/Wifi,India,Other Web Sites,delhi,ind,356001,dl,11001**,1,1.6,b'English (United States)',0,1826129,Mobile iOS 12.3.1,0,Y,HouseHold****,HouseHold,FLIPKART:Product Page,Recommendation,NON_LOGGED_IN,0,5,6,8,0,2,9,6
UC Browser,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,chandanagar****,ind,356001,up,203001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,Homepage,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,2,13,0,9,9,2
Safari**,32,JS-1.5.1,LAN/Wifi,Germany,Typed/Bookmarked,ealing****,deu,276002,nw**,46200****,1,1.6,b'German (Germany)',0,1826129,Mobile iOS 12.3.1,0,Y,HealthCareAppliance****,Grooming,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,8,0,2,2,6
Microsoft Edge 12**,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,lucknow,ind,356010,up,226016**,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,Search ,Book,Search Page,Search,NON_LOGGED_IN,0,5,1,70,0,2,2,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,ealing****,usa,560,nc**,28001****,1,1.6,b'English (United States)',0,0,Linux,0,Y,Watch**,Watch,FLIPKART:Product Page,Recommendation,ACTIVE,0,5,6,186,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,nalgonda****,ind,356004,ka,600010****,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,Store :All**,Core****,Store Browse,Recommendation,ACTIVATE_ELIGIBLE,0,5,6,70,0,12,12,2
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,mangalagiri****,gbr,826045,ken**,me14 1ad**,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,Watch**,Watch,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,bangalore,ind,356004,ka,560051****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HealthCareAppliance****,Grooming,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,218,0,6,2,6
Google Chrome 73,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',2,0,Windows 10,0,Y,MusicInstruments**,MusicInstruments**,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,9,9,1
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,morbi****,ind,356010,up,28001****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,Stationery**,Stationery**,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Toy**,Toy,FLIPKART:Product Page,Recommendation,NON_LOGGED_IN,0,5,6,70,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,pune,ind,356005,mh,411001**,1,1.6,b'English (United Kingdom)',4,0,Windows 7,0,Y,Store :All**,SmallFurniture**,Store Browse,Recommendation,ACTIVE,0,5,6,10,0,2,16,6
Mozilla Firefox 67,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,kharagpur****,ind,356006,tg,517419****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Search :Audio & Video**,Television,Search Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,70,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,chakpanchuria,ind,356003,wb,700059,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,delhi,ind,356001,dl,110021**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,MenFW,MenFW,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,9,9,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1 0sa,1,1.8.5,b'English (United States)',0,0,Windows 10,0,Y,COIN_ACTIVITY****,Book,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Network (mostly U.S.),Other Web Sites,bawshar****,ind,356003,wb,700047****,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,Tablet**,Tablet**,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,70,0,6,12,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,delhi,ind,356001,dl,110007,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomeFurnishing****,HomeFurnishing**,FLIPKART:Product Page,Search,INACTIVE,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,chennai,ind,356007,tn,600041**,1,1.6,language_NA,0,0,Windows 10,0,Y,Search :Audio & Video**,BabyCareOthers****,Search Page,Direct,ACTIVE,0,5,6,185,0,16,2,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,United Arab Emirates,Typed/Bookmarked,ealing****,are,0,e****,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Search :Audio & Video**,SmallFurniture**,Search Page,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,18,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,delhi,ind,356001,dl,110007,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Television:JVC 109cm **,Television,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,2,185,0,9,9,2
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,amsterdam,nld,0,nh,1096 aa,1,1.6,b'English (United States)',0,0,Linux,0,Y,WomenFW**,WomenFashionAccessory**,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,lucknow,ind,356010,up,226016**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :All**,ComputerAccessory,Store Browse,Menu,ACTIVATE_ELIGIBLE,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,patna,ind,356011,br,800001,1,1.6,b'English (United States)',2,0,Windows 10,0,Y,ProductReview_FullscreenImage,ProductReview_FullscreenImage,ProductReview_FullscreenImage,Browse,NON_LOGGED_IN,0,5,6,185,0,2,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,hyderabad,ind,356006,tg,500050****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,3,70,1,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,botad,ind,356008,gj,380001**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,COIN_ACTIVITY****,Book,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,186,0,6,6,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,ealing****,are,0,e****,geo_zip_NA,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,MensClothingTopWear,MensClothingTopWear,FLIPKART:Product Page,Menu,NON_LOGGED_IN,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,thane,ind,356002,mh,400701****,1,1.6,b'English (United Kingdom)',0,0,Windows 7,0,Y,Checkout,Checkout:Summary,Checkout,Direct,INACTIVE,0,5,6,10,0,16,16,3
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,amsterdam,nld,0,nh,1011 aa,1,1.6,b'English (United States)',0,0,Linux,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
UC Browser,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,chennai,ind,356007,tn,600001,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Search :Audio & Video**,MenFW,Search Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,9,9,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,LOYALTY_PAGE****,LOYALTY_PAGE**,dynamic,Wishlist**,INACTIVE,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,patna,ind,356011,br,800020****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Watch**,Watch,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,3,185,1,16,6,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356001,hr,124001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :Clothing,MensClothingTopWear,Store Browse,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,1,70,0,9,2,6
Mozilla Firefox 67,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,nalgonda****,ind,356006,tg,517419****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,View Cart,View Cart,Cart,Recommendation,INACTIVE,0,5,6,185,0,2,5,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,patna,ind,356011,br,800001,1,1.6,b'English (United States)',7,0,Windows 10,0,Y,Order Confirmation**,Order Confirmation**,Order Details,Direct,INACTIVE,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,ernakulam,ind,0,kl,682304****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,LOYALTY_PAGE****,KidClothing**,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,2,16,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,gandhidham****,gbr,826034,edh**,ha8 0ab****,1,1.6,b'English (United States)',0,0,Linux,0,Y,Refrigerator**,Refrigerator**,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,thanjavur****,ind,0,hp**,201012****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,Gourmet****,GameCDDVD****,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,new delhi,ind,356001,dl,110043,1,1.6,b'English (United States)',3,0,Windows 7,0,Y,HomeFurnishing****,HomeFurnishing**,FLIPKART:Product Page,Recommendation,INACTIVE,0,5,6,185,0,9,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,bawshar****,ind,356003,wb,711413****,1,1.6,b'English (United States)',4,0,Windows 10,0,Y,MenFashionAccessory**,MenFashionAccessory,FLIPKART:Product Page,Search,INACTIVE,0,5,6,186,0,9,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,OS X 10.12,0,Y,HomePage,HomePage,FLIPKART:HomePage,Search,NON_LOGGED_IN,0,5,3,71,1,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,pune,ind,356005,mh,411001**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,PersonalAudio**,PersonalCareAppliance**,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,bangalore,ind,356004,ka,560076,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Announcement**,INACTIVE,0,5,3,185,1,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,mangalagiri****,ind,356004,ka,600010****,1,1.6,b'English (United States)',16,0,Windows 7,0,Y,Cart****,View Cart,Cart,Direct,ACTIVE,0,5,6,185,0,2,12,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,botad,ind,356008,gj,380001**,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,INACTIVE,0,5,6,185,0,9,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,thanjavur****,ind,0,or,781011****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Checkout,Checkout:Address**,Checkout,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,70,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',127,0,Windows 7,0,Y,HouseHold****,HomeImprovementTool**,FLIPKART:Product Page,Recommendation,ACTIVE,0,5,6,185,0,2,7,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,ahmedabad****,ind,356006,tg,500014****,1,1.6,b'English (United States)',3,0,Windows 7,0,Y,Search :Audio & Video**,Refrigerator**,Search Page,Direct,INACTIVE,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,visakhapatnam**,ind,356009,ap,530001****,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Search :Audio & Video**,HomeFurnishing**,Search Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,6,2,6
Microsoft Edge 17,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,morbi****,omn,0,ma**,124001****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Read Review**,Mobile,Read Review,CLP,NON_LOGGED_IN,0,5,6,186,0,2,16,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1 0sa,1,1.8.5,b'English (United States)',0,0,Windows 8,0,Y,View All Sellers ,Core****,View All Sellers,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,amsterdam,nld,0,nh,1096 aa,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,Book,Book,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,calcutta,ind,356003,wb,700047****,1,1.6,b'English (United Kingdom)',0,0,Windows 7,0,Y,Book,Book,FLIPKART:Product Page,Search,INACTIVE,0,5,6,10,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Inside Your Site,thane,ind,356002,mh,400701****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,My Addresses**,My Addresses**,My Addresses,post_Finding method (ev61)_NA,INACTIVE,0,5,6,186,0,3,3,1
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,deorali****,ind,0,sk**,742160****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Checkout,Checkout:Address**,Checkout,Menu,ACTIVE,0,5,6,48,0,9,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,delhi,ind,356001,dl,11001**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,12,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,560076,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,WomenFW**,WomenFW,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,12,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,ProductReview_FullscreenImage,ProductReview_FullscreenImage,ProductReview_FullscreenImage,Search,NON_LOGGED_IN,0,5,6,70,0,2,6,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,botad,ind,356008,gj,380001**,1,1.6,b'English (United Kingdom)',10,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,ACTIVE,0,5,6,185,0,18,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,lucknow,ind,356010,up,226002**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Recommendation,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,United Arab Emirates,Other Web Sites,ealing****,are,0,e****,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Search :Mobiles & Accessories,MobileProtection,Search Page,Direct,NON_LOGGED_IN,0,5,6,218,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,delhi,ind,356001,dl,110007,1,1.6,b'English (United States)',3,0,Windows 10,0,Y,MenFW,MenFW,FLIPKART:Product Page,Direct,ACTIVE,0,5,1,218,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,ahmedabad****,ind,356010,up,302001****,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,70,0,2,2,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1 0sa,1,1.8.5,b'English (United States)',0,0,Windows XP,0,Y,View All Sellers ,MensClothingTopWear,View All Sellers,Direct,NON_LOGGED_IN,0,5,6,186,0,2,2,6
