browser,c_color,code_ver,connection_type,country,first_hit_ref_type,geo_city,geo_country,geo_dma,geo_region,geo_zip,hit_source,javascript,language,last_purchase_num,mobile_id,os,page_event,post_cookies,post_pagename,post_Category_ev1_,post_Page_Type_ev3_,post_Finding_method__ev61_,post_LockIn_User_State_ev99_,post_page_event,post_visid_type,ref_type,resolution,search_page_num,va_closer_id,va_finder_id,visit_ref_type_
Mozilla Firefox (unknown version)**,24,JS-1.5.1,Mobile Carrier,IP Address Only,Other Web Sites,jaipur,ind,356001,rj,302001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,3,185,1,6,6,3
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,delhi,ind,356001,dl,110019,1,1.8.5,b'English (United States)',0,0,Windows XP,0,Y,HouseHold****,HouseHold,FLIPKART:Product Page,Menu,NON_LOGGED_IN,0,5,6,10,0,2,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,botad,ind,356008,gj,394633****,1,1.6,language_NA,0,0,Windows 8.1,0,Y,Store :Mobiles & Accessories,MenFW,Store Browse,OMU,NON_LOGGED_IN,0,5,6,70,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,thiruvananthapuram**,ind,0,kl,700001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,ArtificialJewellery****,ArtificialJewellery,FLIPKART:Product Page,Recommendation,NON_LOGGED_IN,0,5,6,185,0,12,2,3
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,amsterdam,nld,0,nh,1096 aa,1,1.6,b'English (United States)',0,0,Linux,0,Y,Gourmet****,Gourmet****,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,botad,ind,356008,gj,380001**,1,1.6,b'English (United States)',2,0,Windows 10,0,Y,Mobile**,MobileProtection,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,nalgonda****,ind,0,mh,46200****,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,PersonalAudio**,PersonalAudio,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,2,6,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',last_purchase_num_NA,0,Windows XP,0,Y,Search :Mobiles & Accessories,Mobile,Search Page,Recommendation,NON_LOGGED_IN,0,5,6,13,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,thanjavur****,ind,0,geo_region_NA,28001****,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,Store :Mobiles & Accessories,Mobile,Store Browse,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,186,0,16,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,patna,ind,356011,br,800001,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store ,MenFW,Store Browse,Browse,NON_LOGGED_IN,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,raniganj****,ind,0,geo_region_NA,91710****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,CLP,NON_LOGGED_IN,0,5,3,186,1,12,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,kharagpur****,ind,356010,up,226026****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,16,9,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,kharagpur****,ind,356007,tn,603102****,1,1.6,b'English (United States)',3,0,Windows 10,0,Y,HomeFurnishing****,HelmetAndRidingGear**,Help Centre,Search,INACTIVE,0,5,6,218,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,nalgonda****,ind,0,geo_region_NA,416218****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,9,9,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,bangalore,ind,356004,ka,560076,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Checkout,Checkout:Address**,Checkout,CLP,INACTIVE,0,5,6,10,0,9,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,Store :Mobiles & Accessories,Mobile,Store Browse,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,delhi,ind,356001,dl,110054,1,1.6,b'English (United Kingdom)',0,0,Windows 7,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,3,48,1,16,6,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,warora**,ind,356006,tg,517419****,1,1.6,b'English (United States)',1,0,Windows 8.1,0,Y,Search :Audio & Video**,MenFW,Search Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,3,388,1,16,6,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,chennai,ind,356007,tn,600010****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :Mobiles & Accessories,HomePage,Store Browse,Recently Viewed,INACTIVE,0,5,6,10,0,16,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,bhiwandi****,ind,356001,hr,132103****,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,HomePage,HomePage,Homepage,post_Finding method (ev61)_NA,INACTIVE,0,5,1,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,MobileProtection,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,chandanagar****,ind,0,kl,680001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Search :Audio & Video**,Search**,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,185,0,6,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356001,hr,124001****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,Television:JVC 109cm **,Television,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,16,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,kharagpur****,ind,356010,up,226026****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,Search :Mobiles & Accessories,MobileProtection,Search Page,Search,INACTIVE,0,5,6,185,0,9,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356001,hr,124001****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Recommendation,INACTIVE,0,5,6,10,0,2,2,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,Network (mostly U.S.),Typed/Bookmarked,amsterdam,nld,0,nh,1096 aa,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,WomenWestern,WomenWestern,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,bhiwandi****,ind,356012,as,781011****,1,1.6,b'English (United States)',8,0,Windows 10,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVATE_ELIGIBLE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Checkout,Checkout:Address**,Checkout,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,9,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,botad,ind,356008,gj,380001**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Cart****,View Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,70,0,12,12,3
Google Chrome 73,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,mangalagiri****,ind,356007,tn,632007****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,CLP,NON_LOGGED_IN,0,5,6,185,0,9,9,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,jaipur,ind,356001,rj,302001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :Clothing,MensClothingBottomWear,Store Browse,Recommendation,NON_LOGGED_IN,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,geo_city_NA,ind,0,geo_region_NA,geo_zip_NA,1,1.6,b'English (United States)',0,0,Chrome OS,0,Y,Watch**,Watch,FLIPKART:Product Page,Menu,NON_LOGGED_IN,0,5,6,18,0,12,12,3
Mozilla Firefox 67,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,patna,ind,356011,br,800020****,1,1.6,b'English (United States)',4,0,Windows 7,0,Y,WomenWestern,WomenWestern,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,chennai,ind,356007,tn,600010****,1,1.6,language_NA,0,0,Windows 10,0,Y,Cart****,View Cart,Cart,Search,ACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,coimbatore****,ind,356007,tn,680001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Checkout,Checkout:Address**,Checkout,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,10,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,coimbatore****,ind,356007,tn,603102****,1,1.6,b'English (United States)',7,0,Windows 10,0,Y,WomenEthnic,WomenEthnic,FLIPKART:Product Page,Recommendation,INACTIVE,0,5,6,186,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,delhi,ind,356001,dl,110007,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,Search :Mobiles & Accessories,RestOfMobileAccessory**,Search Page,Direct,NON_LOGGED_IN,0,5,6,185,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,REWARD_CONFIRMATION**,REWARD_CONFIRMATION**,dynamic,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,14,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,raniganj****,ind,0,geo_region_NA,91710****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Book,Book,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,2,185,0,9,9,2
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,jaipur,ind,356001,rj,302001****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,View All Sellers ,HouseHold,View All Sellers,Search,INACTIVE,0,5,6,70,0,12,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,new delhi,usa,501,geo_region_NA,111 44****,1,1.6,b'English (United Kingdom)',1,0,Windows 8.1,0,Y,Order Confirmation**,Order Confirmation**,Order Details,Direct,INACTIVE,0,5,6,70,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Linux,0,Y,Mobile**,Mobile,FLIPKART:Product Page,CLP,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,lucknow,ind,356010,up,226016**,1,1.6,b'English (United States)',18,0,Windows 10,0,Y,ExerciseAndFitness****,Core****,FLIPKART:Product Page,Direct,ACTIVE,0,5,2,70,0,9,2,2
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,deorali****,usa,geo_dma_NA,geo_region_NA,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,Toy**,Toy,FLIPKART:Product Page,Direct,INACTIVE,0,5,1,70,0,2,2,1
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,United Arab Emirates,Other Web Sites,singapore****,are,0,geo_region_NA,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,MenFW,MenFW,FLIPKART:Product Page,Recently Viewed,INACTIVE,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United Kingdom)',3,0,OS X 10.14,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Cart****,View Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVATE_ELIGIBLE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,calcutta,ind,356003,wb,700022****,1,1.6,language_NA,5,0,Windows 7,0,Y,Cart****,View Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,delhi,ind,356001,dl,110001**,1,1.6,b'English (United Kingdom)',2,0,Windows 7,0,Y,Write Review**,Write Review**,Write Review: AccuSure BP MONITOR TS + GLUCOMETER KIT WITH 25 STRIPS + DIGITAL THERMOMETER Health Care Appliance Combo,Direct,INACTIVE,0,5,6,70,0,12,2,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,delhi,ind,356001,dl,110001**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Read Review**,CarAndBikeBreakdownEquipment****,Read Review,Recommendation,NON_LOGGED_IN,0,5,6,70,0,6,6,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,botad,ind,356008,gj,394633****,1,1.6,language_NA,0,0,Windows 8.1,0,Y,MenFW,MenFW,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,70,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',3,0,Windows 10,0,Y,Order Confirmation**,Order Confirmation**,Order Details,Direct,ACTIVE,0,5,6,70,0,2,2,6
Google Chrome 74,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,language_NA,1,0,Windows 7,0,Y,REWARD_CONFIRMATION**,REWARD_CONFIRMATION**,dynamic,post_Finding method (ev61)_NA,ACTIVE,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,mumbai,ind,356002,mh,416218****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,PersonalAudio**,PersonalAudio,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',31,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:Product Page,Direct,ACTIVE,0,5,6,388,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,ernakulam,ind,0,kl,686011****,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,Mobile**,MobileProtection,FLIPKART:Product Page,Search,ACTIVATE_ELIGIBLE,0,5,6,70,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Checkout,Checkout:Address**,Checkout,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,70,0,12,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,new delhi,ind,356001,dl,110043,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Checkout,Checkout:Summary,Checkout,Search,INACTIVE,0,5,6,185,0,12,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,navsari,ind,356008,gj,396421,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :Mobiles & Accessories,MenFW,Store Browse,Menu,NON_LOGGED_IN,0,5,1,13,0,9,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,ernakulam,ind,0,kl,686011****,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Store :Mobiles & Accessories,WomenFashionAccessory**,Store Browse,Browse,NON_LOGGED_IN,0,3,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,ProductReview_FullscreenImage,ProductReview_FullscreenImage,ProductReview_FullscreenImage,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,2,16,6
Mozilla Firefox 67,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,chennai,ind,356007,tn,600010****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,ProductReview_FullscreenImage,ProductReview_FullscreenImage,ProductReview_FullscreenImage,Direct,NON_LOGGED_IN,0,5,6,185,0,16,6,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,ernakulam,ind,0,kl,686011****,1,1.6,b'English (United States)',1,0,Windows 8.1,0,Y,HomePage,HomePage,FLIPKART:HomePage,Browse,INACTIVE,0,5,6,185,0,9,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,bilaspur****,ind,356001,rj,360004****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,Gourmet****,GameCDDVD****,FLIPKART:Product Page,Recommendation,ACTIVE,0,5,6,70,0,16,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,deorali****,usa,geo_dma_NA,geo_region_NA,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,View All Sellers ,Nutrition**,View All Sellers,Direct,ACTIVE,0,5,1,70,0,2,5,1
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product Page,Search,INACTIVE,0,5,6,13,0,2,16,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Store :Mobiles & Accessories,Storage**,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,ernakulam,ind,0,kl,686011****,1,1.6,b'English (United States)',4,0,Windows 10,0,Y,Store :Mobiles & Accessories,WomenFashionAccessory**,Store Browse,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,chennai,ind,356007,tn,600001,1,1.6,b'English (United States)',7,0,Windows 7,0,Y,Search :Mobiles & Accessories,Mobile,Search Page,Direct,INACTIVE,0,5,6,185,0,12,2,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,pune,ind,356005,mh,411033,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,patna,ind,356011,br,800001,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HouseHold****,HouseHold,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,1,185,0,16,16,1
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,lucknow,ind,356010,up,226016**,1,1.6,b'English (United Kingdom)',0,0,Windows 10,0,Y,My Addresses**,My Addresses**,My Wishlist,Browse,ACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,kharagpur****,ind,356007,tn,603102****,1,1.6,b'English (United Kingdom)',1,0,Linux,0,Y,Search :Mobiles & Accessories,Mobile,Search Page,Direct,ACTIVE,0,5,6,185,0,2,17,6
Mozilla Firefox 67,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356007,tn,641021****,1,1.6,b'English (United States)',2,0,Windows 10,0,Y,View All Sellers ,MusicInstruments**,View All Sellers,Direct,INACTIVE,0,5,6,185,0,16,6,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,kharagpur****,ind,356007,tn,603102****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,218,0,2,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,bangalore,ind,356004,ka,560004,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:Product Page,Search,INACTIVE,0,5,6,218,0,2,12,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,morbi****,ind,356010,up,geo_zip_NA,1,1.6,b'English (United Kingdom)',1,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,INACTIVE,0,5,1,185,0,2,2,1
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,gandhidham****,ind,0,or,781011****,1,1.6,b'English (United States)',0,0,Linux,0,Y,HomePage,HomePage,FLIPKART:HomePage,OMU,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,bangalore,ind,356004,ka,560076,1,1.6,b'English',0,0,Windows 7,0,Y,COIN_ACTIVITY****,BabyCareOthers****,GROCERY:Product Page,Direct,ACTIVE,0,5,6,10,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,deorali****,ind,0,geo_region_NA,396421,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Cart****,View Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVE,0,5,6,185,0,9,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,REWARD_CONFIRMATION**,REWARD_CONFIRMATION**,dynamic,post_Finding method (ev61)_NA,ACTIVE,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,Direct,NON_LOGGED_IN,0,5,6,70,0,2,17,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,ernakulam,ind,0,kl,686011****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :Clothing,WomenEthnic,Store Browse,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,123,0,2,2,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,amsterdam,nld,0,nh,1011 aa,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,Book,Book,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,pune,ind,356005,mh,411033,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Book,Book,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,5,5,2
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,kharagpur****,ind,0,kl,680001****,1,1.8.5,b'English (United States)',0,0,Linux,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,NON_LOGGED_IN,0,5,3,534,1,12,12,6
